,page,country,rev_id,preditcion,FIPS,Name,Type,TimeFrame,Data (M),Population
9504,Lionel Cripps,Rhodesian,787105083.0,Start,,,,,,
9505,A. R. Colquhoun,Rhodesian,787147677.0,Start,,,,,,
9506,John McChlery,Rhodesian,787854502.0,Stub,,,,,,
9507,Jeremiah Chirau,Rhodesian,789545107.0,Stub,,,,,,
9508,Winston Field,Rhodesian,789689591.0,C,,,,,,
9509,Howard Unwin Moffat,Rhodesian,790010191.0,Start,,,,,,
9510,Ken Flower,Rhodesian,794528943.0,Start,,,,,,
9511,Andrew Skeen (Rhodesia),Rhodesian,795348776.0,Stub,,,,,,
9512,Hugh Beadle,Rhodesian,795369277.0,FA,,,,,,
9513,Hugh Marshall Hole,Rhodesian,795483112.0,Start,,,,,,
9514,Roy Welensky,Rhodesian,797314307.0,FA,,,,,,
9515,Abel Muzorewa,Rhodesian,797407618.0,C,,,,,,
9516,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082.0,Start,,,,,,
9517,Jack Howman,Rhodesian,798384751.0,Stub,,,,,,
9518,Ethel Tawse Jollie,Rhodesian,798492985.0,Start,,,,,,
9519,Alan David Butler,Rhodesian,799332728.0,Start,,,,,,
9520,Jack William Pithey,Rhodesian,799548505.0,Start,,,,,,
9521,President of Rhodesia,Rhodesian,799548556.0,C,,,,,,
9522,Denis Walker,Rhodesian,799608339.0,C,,,,,,
9523,James Cowden,Rhodesian,800407772.0,Stub,,,,,,
9524,Herbert Chitepo,Rhodesian,800416336.0,C,,,,,,
9525,Thomas Nangle,Rhodesian,800479460.0,Start,,,,,,
9526,Timothy Stamps,Rhodesian,800986051.0,C,,,,,,
9527,Sam Levy,Rhodesian,801716406.0,Start,,,,,,
9528,Humphrey Gibbs,Rhodesian,801718040.0,C,,,,,,
9529,P. K. van der Byl,Rhodesian,801795215.0,FA,,,,,,
9530,Clifford Dupont,Rhodesian,801876681.0,C,,,,,,
9531,Lance Smith (politician),Rhodesian,802151785.0,GA,,,,,,
9532,Desmond Lardner-Burke,Rhodesian,802930161.0,B,,,,,,
9533,John Bredenkamp,Rhodesian,803620246.0,C,,,,,,
9534,Frank Rhodes (British Army officer),Rhodesian,804040348.0,Start,,,,,,
9535,Ernest Lucas Guest,Rhodesian,804101492.0,FA,,,,,,
9536,Godfrey Chidyausiku,Rhodesian,804650400.0,Start,,,,,,
9537,Richard Hope Hall,Rhodesian,804743937.0,GA,,,,,,
9538,Crosaire,Rhodesian,804806363.0,Start,,,,,,
9539,Gaston Thornicroft,Rhodesian,804877226.0,Start,,,,,,
9540,"James Graham, 7th Duke of Montrose",Rhodesian,805372073.0,C,,,,,,
9541,Ahrn Palley,Rhodesian,805960143.0,C,,,,,,
9542,Allan Savory,Rhodesian,806153816.0,GA,,,,,,
9543,Ian Smith,Rhodesian,806532780.0,FA,,,,,,
9544,Garfield Todd,Rhodesian,807097467.0,C,,,,,,
9545,Douglas Hamilton Ritchie,Rhodesian,807159903.0,C,,,,,,
9546,Godfrey Huggins,Rhodesian,807160082.0,C,,,,,,
9547,George Hackwill,Rhodesian,807283218.0,C,,,,,,
9548,Henry Everard,Rhodesian,807425613.0,Start,,,,,,
9549,John Wrathall,Rhodesian,807425747.0,C,,,,,,
10344,Mavua Mudima,"Congo, Dem. Rep. of",592289232.0,Stub,,,,,,
10345,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604.0,Stub,,,,,,
10346,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654.0,Stub,,,,,,
10347,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214.0,Stub,,,,,,
10348,Ntumba Luaba,"Congo, Dem. Rep. of",705723187.0,Stub,,,,,,
10349,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441.0,Stub,,,,,,
10350,André-Philippe Futa,"Congo, Dem. Rep. of",708009445.0,Start,,,,,,
10351,Gérard Gifuza,"Congo, Dem. Rep. of",708358969.0,Stub,,,,,,
10352,Koloso Sumaili,"Congo, Dem. Rep. of",708359204.0,Stub,,,,,,
10353,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149.0,Stub,,,,,,
10354,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718.0,Stub,,,,,,
10355,Kisula Ngoy,"Congo, Dem. Rep. of",713583472.0,Stub,,,,,,
10356,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941.0,Stub,,,,,,
10357,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527.0,Start,,,,,,
10358,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623.0,Stub,,,,,,
10359,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135.0,Start,,,,,,
10360,José Endundo Bononge,"Congo, Dem. Rep. of",721206007.0,Stub,,,,,,
10361,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158.0,Stub,,,,,,
10362,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0,Stub,,,,,,
10363,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0,Stub,,,,,,
10364,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634.0,Stub,,,,,,
10365,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920.0,Stub,,,,,,
10366,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455.0,Stub,,,,,,
10367,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818.0,Stub,,,,,,
10368,Oscar Kashala,"Congo, Dem. Rep. of",749419078.0,Start,,,,,,
10369,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157.0,Stub,,,,,,
10370,Christian Malanga,"Congo, Dem. Rep. of",751152656.0,C,,,,,,
10371,Faustin Birindwa,"Congo, Dem. Rep. of",751361476.0,Stub,,,,,,
10372,Chikez Diemu,"Congo, Dem. Rep. of",753704394.0,Stub,,,,,,
10373,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309.0,Start,,,,,,
10374,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063.0,Stub,,,,,,
10375,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887.0,Stub,,,,,,
10376,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939.0,Stub,,,,,,
10377,Germain Kambinga,"Congo, Dem. Rep. of",763943185.0,Stub,,,,,,
10378,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546.0,Stub,,,,,,
10379,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615.0,C,,,,,,
10380,José Makila Sumanda,"Congo, Dem. Rep. of",764771652.0,Stub,,,,,,
10381,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697.0,Stub,,,,,,
10382,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046.0,Stub,,,,,,
10383,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258.0,Start,,,,,,
10384,Mabi Mulumba,"Congo, Dem. Rep. of",765799138.0,Stub,,,,,,
10385,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213.0,Stub,,,,,,
10386,Sultani Makenga,"Congo, Dem. Rep. of",765834828.0,Stub,,,,,,
10387,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730.0,Stub,,,,,,
10388,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988.0,Start,,,,,,
10389,Banza Mukalay,"Congo, Dem. Rep. of",765924619.0,Start,,,,,,
10390,Évariste Boshab,"Congo, Dem. Rep. of",765925554.0,Stub,,,,,,
10391,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953.0,Stub,,,,,,
10392,Jean Andeka,"Congo, Dem. Rep. of",768228272.0,Stub,,,,,,
10393,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214.0,C,,,,,,
10394,Aimé Boji,"Congo, Dem. Rep. of",772045942.0,Stub,,,,,,
10395,Léonard Mulamba,"Congo, Dem. Rep. of",772317052.0,Start,,,,,,
10396,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039.0,C,,,,,,
10397,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410.0,Start,,,,,,
10398,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596.0,Start,,,,,,
10399,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644.0,Stub,,,,,,
10400,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740.0,Stub,,,,,,
10401,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242.0,Start,,,,,,
10402,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026.0,Start,,,,,,
10403,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365.0,Start,,,,,,
10404,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984.0,Start,,,,,,
10405,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232.0,Stub,,,,,,
10406,Emile Mota,"Congo, Dem. Rep. of",784182810.0,Start,,,,,,
10407,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616.0,Stub,,,,,,
10408,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925.0,Start,,,,,,
10409,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201.0,C,,,,,,
10410,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464.0,Start,,,,,,
10411,Adam Bombolé,"Congo, Dem. Rep. of",787602247.0,Stub,,,,,,
10412,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913.0,Stub,,,,,,
10413,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080.0,Start,,,,,,
10414,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355.0,Start,,,,,,
10415,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838.0,Stub,,,,,,
10416,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194.0,C,,,,,,
10417,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013.0,Stub,,,,,,
10418,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848.0,Start,,,,,,
10419,Antipas Mbusa,"Congo, Dem. Rep. of",789437538.0,Start,,,,,,
10420,Laurent Mbariko,"Congo, Dem. Rep. of",789487250.0,Start,,,,,,
10421,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887.0,Start,,,,,,
10422,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725.0,Start,,,,,,
10423,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686.0,Start,,,,,,
10424,Anicet Kashamura,"Congo, Dem. Rep. of",790738130.0,Stub,,,,,,
10425,Sophie Kanza,"Congo, Dem. Rep. of",790942655.0,Start,,,,,,
10426,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307.0,Stub,,,,,,
10427,Charles Kisolokele,"Congo, Dem. Rep. of",792037043.0,Start,,,,,,
10428,Antoine Ghonda,"Congo, Dem. Rep. of",793411567.0,Start,,,,,,
10429,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384.0,Start,,,,,,
10430,Paul Bolya,"Congo, Dem. Rep. of",794134715.0,Start,,,,,,
10431,Freddy Matungulu,"Congo, Dem. Rep. of",796099032.0,C,,,,,,
10432,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410.0,C,,,,,,
10433,Munga Mibindo,"Congo, Dem. Rep. of",797435100.0,Stub,,,,,,
10434,Eric Lenge,"Congo, Dem. Rep. of",797446004.0,Start,,,,,,
10435,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563.0,Stub,,,,,,
10436,Joseph Kabila,"Congo, Dem. Rep. of",798455633.0,GA,,,,,,
10437,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264.0,Stub,,,,,,
10438,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637.0,Stub,,,,,,
10439,Medard Mulangala,"Congo, Dem. Rep. of",798948484.0,C,,,,,,
10440,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574.0,Stub,,,,,,
10441,Fernand Kazadi,"Congo, Dem. Rep. of",799328311.0,Start,,,,,,
10442,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685.0,Stub,,,,,,
10443,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221.0,Start,,,,,,
10444,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831.0,Start,,,,,,
10445,Ekila Liyonda,"Congo, Dem. Rep. of",799913697.0,Start,,,,,,
10446,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121.0,Start,,,,,,
10447,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105.0,Stub,,,,,,
10448,Laurent Nkunda,"Congo, Dem. Rep. of",800298783.0,C,,,,,,
10449,Christophe Gbenye,"Congo, Dem. Rep. of",800537411.0,Start,,,,,,
10450,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444.0,Start,,,,,,
10451,Moïse Tshombe,"Congo, Dem. Rep. of",801110165.0,C,,,,,,
10452,Godefroid Munongo,"Congo, Dem. Rep. of",801112469.0,Start,,,,,,
10453,Thomas Kanza,"Congo, Dem. Rep. of",801348128.0,GA,,,,,,
10454,Joseph Okito,"Congo, Dem. Rep. of",801770255.0,Start,,,,,,
10455,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063.0,C,,,,,,
10456,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131.0,Start,,,,,,
10457,Alphonse Songolo,"Congo, Dem. Rep. of",802154801.0,C,,,,,,
10458,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658.0,Start,,,,,,
10459,Jules Mutebusi,"Congo, Dem. Rep. of",802411491.0,Start,,,,,,
10460,Pierre Mulele,"Congo, Dem. Rep. of",803335436.0,C,,,,,,
10461,Kasongo Munganga,"Congo, Dem. Rep. of",803421580.0,C,,,,,,
10462,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745.0,GA,,,,,,
10463,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582.0,GA,,,,,,
10464,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534.0,GA,,,,,,
10465,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167.0,Stub,,,,,,
10466,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836.0,C,,,,,,
10467,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023.0,B,,,,,,
10468,Maurice Mpolo,"Congo, Dem. Rep. of",805086693.0,C,,,,,,
10469,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692.0,Start,,,,,,
10470,Germain Katanga,"Congo, Dem. Rep. of",805368981.0,GA,,,,,,
10471,Daniel Kanza,"Congo, Dem. Rep. of",805523382.0,Start,,,,,,
10472,Gilbert Pongo,"Congo, Dem. Rep. of",805835265.0,C,,,,,,
10473,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394.0,C,,,,,,
10474,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312.0,Stub,,,,,,
10475,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185.0,Start,,,,,,
10476,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633.0,C,,,,,,
10477,List of mayors of Goma,"Congo, Dem. Rep. of",806372703.0,Stub,,,,,,
10478,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479.0,Start,,,,,,
10479,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828.0,Start,,,,,,
10480,André Lubaya,"Congo, Dem. Rep. of",806545614.0,Start,,,,,,
10481,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596.0,C,,,,,,
10482,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274.0,GA,,,,,,
10483,Jason Sendwe,"Congo, Dem. Rep. of",807243537.0,C,,,,,,
10484,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156.0,Stub,,,,,,
10485,Patrice Lumumba,"Congo, Dem. Rep. of",807273861.0,FA,,,,,,
16366,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0,Start,,,,,,
16367,José Abel,East Timorese,699698855.0,Stub,,,,,,
16368,Rogerio Lobato,East Timorese,712249441.0,Start,,,,,,
16369,Manuel Magalhaes de Oliveira,East Timorese,720011934.0,Stub,,,,,,
16370,João Viegas Carrascalão,East Timorese,737687072.0,Start,,,,,,
16371,Manuel Carrascalão,East Timorese,753061850.0,Stub,,,,,,
16372,Adalgisa Magno Guterres,East Timorese,755908563.0,Stub,,,,,,
16373,María do Céu,East Timorese,755908564.0,Start,,,,,,
16374,Ana Pessoa Pinto,East Timorese,757539934.0,Stub,,,,,,
16375,Rosa Bonaparte,East Timorese,760534473.0,Stub,,,,,,
16376,Fernanda Borges,East Timorese,765600414.0,Stub,,,,,,
16377,Nicolau dos Reis Lobato,East Timorese,772890380.0,Stub,,,,,,
16378,Adalgisa Ximenes,East Timorese,779579546.0,Stub,,,,,,
16379,Milena Pires,East Timorese,788017619.0,Start,,,,,,
16380,Alfredo Pires,East Timorese,788450147.0,Stub,,,,,,
16381,Mário Viegas Carrascalão,East Timorese,793270640.0,B,,,,,,
16382,José Abílio Osório Soares,East Timorese,793454583.0,Start,,,,,,
16383,Roque Rodrigues,East Timorese,796722416.0,Stub,,,,,,
16384,Avelino Coelho da Silva,East Timorese,796886084.0,Stub,,,,,,
16385,Manuel Tilman,East Timorese,797040695.0,Stub,,,,,,
16386,Isabel da Costa Ferreira,East Timorese,797279277.0,C,,,,,,
16387,Emília Pires,East Timorese,797438594.0,C,,,,,,
16388,Xanana Gusmão,East Timorese,798242613.0,C,,,,,,
16389,José Luís Guterres,East Timorese,798334210.0,Start,,,,,,
16390,Arsénio Bano,East Timorese,798969127.0,Stub,,,,,,
16391,Nino Konis Santana,East Timorese,799059687.0,Stub,,,,,,
16392,President of East Timor,East Timorese,799570306.0,Start,,,,,,
16393,Estanislau da Silva,East Timorese,802072802.0,C,,,,,,
16394,José Ramos-Horta,East Timorese,802765398.0,C,,,,,,
16395,Fernando de Araújo (East Timorese politician),East Timorese,803043434.0,C,,,,,,
16396,Taur Matan Ruak,East Timorese,803615826.0,C,,,,,,
16397,Lúcia Lobato,East Timorese,803664269.0,Start,,,,,,
16398,Francisco Xavier do Amaral,East Timorese,803969836.0,C,,,,,,
16399,Vicente Guterres,East Timorese,804966906.0,Start,,,,,,
16400,Rui Maria de Araújo,East Timorese,805183458.0,Start,,,,,,
16401,Francisco Guterres,East Timorese,806140876.0,Start,,,,,,
18816,"List of members of the Løgting, 1974–78",Faroese,643932216.0,Start,,,,,,
18817,"List of members of the Løgting, 1978–80",Faroese,643932220.0,Start,,,,,,
18818,"List of members of the Løgting, 1980–84",Faroese,643932225.0,Start,,,,,,
18819,"List of members of the Løgting, 1984–88",Faroese,643932226.0,Start,,,,,,
18820,"List of members of the Løgting, 1990–94",Faroese,643932239.0,Start,,,,,,
18821,"List of members of the Løgting, 1994–98",Faroese,643932242.0,Start,,,,,,
18822,"List of members of the Løgting, 1998–2002",Faroese,698865505.0,Start,,,,,,
18823,Tórbjørn Poulsen,Faroese,700400143.0,Stub,,,,,,
18824,Demmus Hentze,Faroese,701771698.0,Start,,,,,,
18825,Andrias Christian Evensen,Faroese,714088539.0,Start,,,,,,
18826,Hákun Djurhuus,Faroese,715330944.0,Stub,,,,,,
18827,Jógvan Justinusson,Faroese,715490721.0,Stub,,,,,,
18828,Andrass Samuelsen,Faroese,716137698.0,Stub,,,,,,
18829,Álvur Kirke,Faroese,721938213.0,Stub,,,,,,
18830,Rikard Long,Faroese,722336332.0,Start,,,,,,
18831,Sigurð Joensen,Faroese,722336979.0,Start,,,,,,
18832,Jógvan Poulsen (1854–1941),Faroese,722590461.0,Start,,,,,,
18833,Jacob Vestergaard,Faroese,724674137.0,Start,,,,,,
18834,Johan Simonsen,Faroese,725030656.0,Stub,,,,,,
18835,Kári P. Højgaard,Faroese,725288194.0,Start,,,,,,
18836,Kristin Michelsen,Faroese,729422866.0,C,,,,,,
18837,Lisbeth L. Petersen,Faroese,734668075.0,Start,,,,,,
18838,Símun av Skarði,Faroese,735578210.0,Stub,,,,,,
18839,Finnbogi Ísakson,Faroese,748477895.0,Start,,,,,,
18840,"List of members of the Løgting, 1988–90",Faroese,750074079.0,Start,,,,,,
18841,Brandur Sandoy,Faroese,750167873.0,Start,,,,,,
18842,"List of members of the Løgting, 2015–19",Faroese,754952121.0,Start,,,,,,
18843,"List of members of the Løgting, 2011–15",Faroese,754952298.0,Start,,,,,,
18844,"List of members of the Løgting, 2008–11",Faroese,754952557.0,Start,,,,,,
18845,"List of members of the Løgting, 2004–08",Faroese,754952620.0,Start,,,,,,
18846,"List of members of the Løgting, 2002–04",Faroese,754952690.0,Start,,,,,,
18847,Bárður á Steig Nielsen,Faroese,756602743.0,Start,,,,,,
18848,Edmund Joensen,Faroese,756654638.0,Stub,,,,,,
18849,Jørgen Niclasen,Faroese,756654880.0,Stub,,,,,,
18850,Jóannes Eidesgaard,Faroese,765947137.0,Start,,,,,,
18851,Jógvan á Lakjuni,Faroese,765947416.0,Start,,,,,,
18852,Anfinn Kallsberg,Faroese,773895078.0,Start,,,,,,
18853,Kaj Leo Johannesen,Faroese,780361487.0,Start,,,,,,
18854,Rigmor Dam,Faroese,780543271.0,Start,,,,,,
18855,Hanna Jensen,Faroese,780543417.0,Start,,,,,,
18856,Sonja Jógvansdóttir,Faroese,780543635.0,Start,,,,,,
18857,Karin Kjølbro,Faroese,780543692.0,Start,,,,,,
18858,Jóannes Patursson,Faroese,781915668.0,Start,,,,,,
18859,Erlendur Patursson,Faroese,784440060.0,Start,,,,,,
18860,Niels Winther Poulsen,Faroese,789029085.0,Stub,,,,,,
18861,Bjørt Samuelsen,Faroese,789306157.0,Start,,,,,,
18862,Jenis av Rana,Faroese,789307497.0,Start,,,,,,
18863,Heðin Mortensen,Faroese,789307569.0,Start,,,,,,
18864,Rasmus Effersøe,Faroese,789307632.0,Start,,,,,,
18865,Trygvi Samuelsen,Faroese,789308387.0,Start,,,,,,
18866,Eilif Samuelsen,Faroese,789308554.0,Stub,,,,,,
18867,Jógvan Skorheim,Faroese,789310556.0,Start,,,,,,
18868,Louis Zachariasen,Faroese,789708924.0,Start,,,,,,
18869,Annika Olsen,Faroese,792595685.0,Start,,,,,,
18870,Páll á Reynatúgvu,Faroese,793276089.0,Start,,,,,,
18871,Atli Dam,Faroese,793277402.0,Start,,,,,,
18872,Henrik Old,Faroese,793353435.0,Start,,,,,,
18873,Marita Petersen,Faroese,793394960.0,Start,,,,,,
18874,Pauli Ellefsen,Faroese,796170338.0,Start,,,,,,
18875,Rasmus Rasmussen (writer),Faroese,796170437.0,C,,,,,,
18876,Peter Mohr Dam,Faroese,797450160.0,Stub,,,,,,
18877,Knút Wang,Faroese,797493287.0,Start,,,,,,
18878,Sjúrður Skaale,Faroese,797493405.0,C,,,,,,
18879,Høgni Hoydal,Faroese,800723683.0,Start,,,,,,
18880,Kristina Háfoss,Faroese,801638146.0,Start,,,,,,
18881,Sirið Stenberg,Faroese,802476681.0,Start,,,,,,
18882,Eyðgunn Samuelsen,Faroese,802515495.0,Start,,,,,,
18883,Edva Jacobsen,Faroese,802925425.0,Stub,,,,,,
18884,Aksel V. Johannesen,Faroese,803145744.0,Start,,,,,,
18885,Djóni í Geil,Faroese,803656387.0,Start,,,,,,
18886,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0,Stub,,,,,,
18887,Annita á Fríðriksmørk,Faroese,806011231.0,Start,,,,,,
18888,Katrin Kallsberg,Faroese,806909915.0,Start,,,,,,
18889,H. C .W. Tórgarð,Faroese,807297374.0,Start,,,,,,
21181,James Bisset (mayor),Cape Colony,647367482.0,Start,,,,,,
21182,Augustus Joseph Tancred,Cape Colony,651250302.0,Stub,,,,,,
21183,Johan Conrad Silberbauer,Cape Colony,653467222.0,Stub,,,,,,
21184,James Cotterell Hoole,Cape Colony,666596918.0,Stub,,,,,,
21185,Patrick Goold,Cape Colony,670210734.0,Start,,,,,,
21186,Andries Botha,Cape Colony,676828191.0,B,,,,,,
21187,Charles William Hutton,Cape Colony,680205631.0,C,,,,,,
21188,John Blades Currey,Cape Colony,693624260.0,Stub,,,,,,
21189,Joseph Orpen,Cape Colony,715016315.0,C,,,,,,
21190,Klaas Afrikaner,Cape Colony,718462130.0,Stub,,,,,,
21191,Christian Groepe,Cape Colony,723563811.0,B,,,,,,
21192,William Hume (Cape politician),Cape Colony,724976433.0,Start,,,,,,
21193,James Sivewright,Cape Colony,731817397.0,C,,,,,,
21194,William Downes Griffith,Cape Colony,731908828.0,Start,,,,,,
21195,John Sweet Distin,Cape Colony,737348283.0,Start,,,,,,
21196,John Thomas Eustace,Cape Colony,746923352.0,C,,,,,,
21197,Jeremias Ziervogel,Cape Colony,750299694.0,Start,,,,,,
21198,Henry Latham Currey,Cape Colony,757832561.0,Start,,,,,,
21199,Henry Juta,Cape Colony,765333482.0,Stub,,,,,,
21200,Simeon Jacobs,Cape Colony,767856232.0,C,,,,,,
21201,William Schreiner,Cape Colony,771024710.0,Start,,,,,,
21202,George Strahan,Cape Colony,775481498.0,Start,,,,,,
21203,John Bardwell Ebden,Cape Colony,776725178.0,Start,,,,,,
21204,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0,C,,,,,,
21205,Charles Abercrombie Smith,Cape Colony,783249147.0,C,,,,,,
21206,Charles Brownlee,Cape Colony,783250295.0,C,,,,,,
21207,George Cathcart,Cape Colony,784693349.0,Start,,,,,,
21208,Henry Torrens,Cape Colony,784726341.0,Start,,,,,,
21209,Frederick Schermbrucker,Cape Colony,784765242.0,Start,,,,,,
21210,Richard Solomon (Attorney General),Cape Colony,784829553.0,Start,,,,,,
21211,Walter Hely-Hutchinson,Cape Colony,784862369.0,Start,,,,,,
21212,Henry White (Cape Treasurer General),Cape Colony,785566972.0,C,,,,,,
21213,Jacobus Wilhelmus Sauer,Cape Colony,786142993.0,C,,,,,,
21214,Charles Lennox Stretch,Cape Colony,786803200.0,Start,,,,,,
21215,John Tengo Jabavu,Cape Colony,786916027.0,Start,,,,,,
21216,Philip John Stigant,Cape Colony,786972727.0,Start,,,,,,
21217,Henry Pottinger,Cape Colony,787552653.0,C,,,,,,
21218,Thomas Charles Scanlen,Cape Colony,788098639.0,C,,,,,,
21219,Saul Solomon,Cape Colony,788361321.0,C,,,,,,
21220,Thomas Upington,Cape Colony,788717893.0,C,,,,,,
21221,Andries Stockenström (judge),Cape Colony,789120101.0,C,,,,,,
21222,Robert Wynyard,Cape Colony,789258720.0,C,,,,,,
21223,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0,C,,,,,,
21224,Philip Edmond Wodehouse,Cape Colony,792178662.0,C,,,,,,
21225,Charles Aken Fairbridge,Cape Colony,793643575.0,Stub,,,,,,
21226,William Howley Goodenough,Cape Colony,794193433.0,Start,,,,,,
21227,George Thomas Napier,Cape Colony,794346758.0,Start,,,,,,
21228,William Butler (British Army officer),Cape Colony,794705198.0,C,,,,,,
21229,"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0,C,,,,,,
21230,Christoffel Brand,Cape Colony,796352977.0,C,,,,,,
21231,Henry Barkly,Cape Colony,796646347.0,C,,,,,,
21232,Lord Charles Somerset,Cape Colony,797029963.0,Start,,,,,,
21233,Benjamin D'Urban,Cape Colony,797735815.0,C,,,,,,
21234,John Charles Molteno,Cape Colony,797978795.0,C,,,,,,
21235,"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0,C,,,,,,
21236,William Porter (Attorney General),Cape Colony,798383131.0,C,,,,,,
