,page,country,rev_id,preditcion,FIPS,Name,Type,TimeFrame,Data (M),Population
46166,Jameson Mbilini Dlamini,Swaziland,790010556.0,Stub,,,,,,
46167,Lutfo Dlamini,Swaziland,790010558.0,Stub,,,,,,
46168,Mabandla Dlamini,Swaziland,790010563.0,Stub,,,,,,
46169,Makhosini Dlamini,Swaziland,790010573.0,Stub,,,,,,
46170,Mphiwa Dlamini,Swaziland,790010577.0,Stub,,,,,,
46171,Obed Dlamini,Swaziland,790010578.0,Stub,,,,,,
46172,Paul Dlamini,Swaziland,790010579.0,Stub,,,,,,
46173,Themba Dlamini,Swaziland,790010705.0,Stub,,,,,,
46174,Njabulo Mabuza,Swaziland,790010716.0,Stub,,,,,,
46175,Charles Myeza,Swaziland,790010723.0,Stub,,,,,,
46176,Sishayi Nxumalo,Swaziland,790010729.0,Stub,,,,,,
46177,Paul Shabangu,Swaziland,790010732.0,Stub,,,,,,
46178,Trusty Gina,Swaziland,790010783.0,Stub,,,,,,
46179,Marwick Khumalo,Swaziland,790010820.0,Stub,,,,,,
46180,Prince Sozisa Dlamini,Swaziland,790090661.0,B,,,,,,
46181,Andreas Fakudze,Swaziland,790636139.0,Stub,,,,,,
46182,Ndumiso Mamba,Swaziland,793428048.0,Stub,,,,,,
46183,Dzeliwe of Swaziland,Swaziland,796256782.0,Start,,,,,,
46184,Ben Nsibandze,Swaziland,797494822.0,Stub,,,,,,
46185,List of Prime Ministers of Swaziland,Swaziland,797904256.0,Start,,,,,,
46186,Barnabas Sibusiso Dlamini,Swaziland,798454144.0,Start,,,,,,
46187,Sotsha Dlamini,Swaziland,800650407.0,Stub,,,,,,
46188,Labotsibeni Mdluli,Swaziland,802149787.0,C,,,,,,
46189,Tsandzile Dlamini,Swaziland,804656330.0,Start,,,,,,
46190,Maphevu Dlamini,Swaziland,807175486.0,Stub,,,,,,
46191,Karim Mammadbeyov,Dagestani,723563977.0,Start,,,,,,
46192,Aziz Aliyev,Dagestani,785202362.0,C,,,,,,
46193,Mukhu Aliyev,Dagestani,785532389.0,Start,,,,,,
46194,Magomedali Magomedov,Dagestani,789329935.0,Start,,,,,,
46195,Magomedsalam Magomedov,Dagestani,792949749.0,Start,,,,,,
46196,Sagid Murtazaliev,Dagestani,796896055.0,Start,,,,,,
46197,Head of the Republic of Dagestan,Dagestani,803611453.0,Start,,,,,,
46198,List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,Stub,,,,,,
46199,Gunnar Martens,Greenlandic,742150479.0,Stub,,,,,,
46200,Sara Olsvig,Greenlandic,756830216.0,Stub,,,,,,
46201,Kathrine Chemnitz,Greenlandic,757102071.0,Start,,,,,,
46202,Augusta Salling,Greenlandic,757103267.0,Stub,,,,,,
46203,Agathe Fontain,Greenlandic,757539811.0,Stub,,,,,,
46204,Ane Hansen (politician),Greenlandic,757539958.0,Stub,,,,,,
46205,Asii Chemnitz Narup,Greenlandic,763742018.0,Stub,,,,,,
46206,Aleqa Hammond,Greenlandic,770757601.0,Start,,,,,,
46207,Katrine Larsen Lenner,Greenlandic,778461046.0,Stub,,,,,,
46208,Maliina Abelsen,Greenlandic,780537008.0,Start,,,,,,
46209,Agnethe Davidsen,Greenlandic,787423025.0,Stub,,,,,,
46210,Mimi Karlsen,Greenlandic,806560929.0,Stub,,,,,,
46306,Alan Parastaev,Ossetian,743018109.0,Start,,,,,,
46307,Taymuraz Mamsurov,Ossetian,757343822.0,Start,,,,,,
46308,Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,Stub,,,,,,
46309,Akhsarbek Galazov,Ossetian,782634776.0,Start,,,,,,
46310,Alexander Dzasokhov,Ossetian,789328182.0,Start,,,,,,
46311,Alla Dzhioyeva,Ossetian,796950389.0,C,,,,,,
46312,Vyacheslav Bitarov,Ossetian,804609656.0,Stub,,,,,,
46313,Tamerlan Aguzarov,Ossetian,804609900.0,Stub,,,,,,
46314,Anatoly Bibilov,Ossetian,806832826.0,Start,,,,,,
46352,Leilani Reklai,Palauan,757106724.0,Stub,,,,,,
46353,Antonio Bells,Palauan,762610456.0,Stub,,,,,,
46354,Haruo Remeliik,Palauan,764341685.0,Stub,,,,,,
46355,Roman Tmetuchl,Palauan,765032190.0,GA,,,,,,
46356,Vice President of Palau,Palauan,765102210.0,Stub,,,,,,
46357,Surangel Whipps Jr.,Palauan,767195006.0,Stub,,,,,,
46358,Alfonso Oiterong,Palauan,773405868.0,Stub,,,,,,
46359,Johnson Toribiong,Palauan,777304756.0,Start,,,,,,
46360,Kerai Mariur,Palauan,778679721.0,Stub,,,,,,
46361,President of Palau,Palauan,782714724.0,Stub,,,,,,
46362,Kuniwo Nakamura,Palauan,786992351.0,Start,,,,,,
46363,Tommy Remengesau,Palauan,788566799.0,C,,,,,,
46364,Thomas Remengesau Sr.,Palauan,788566961.0,Stub,,,,,,
46365,Ngiratkel Etpison,Palauan,788567219.0,Start,,,,,,
46366,Raynold Oilouch,Palauan,789983618.0,Stub,,,,,,
46367,Lazarus Salii,Palauan,790011394.0,Stub,,,,,,
46368,Ngedikes Olai Uludong,Palauan,790410665.0,Start,,,,,,
46369,Sandra Pierantozzi,Palauan,790423026.0,Stub,,,,,,
46370,Elias Camsek Chin,Palauan,795139723.0,Start,,,,,,
46371,Akiko Sugiyama,Palauan,797884160.0,Stub,,,,,,
46372,Baklai Temengil,Palauan,805961817.0,Start,,,,,,
46419,List of Presidents of Somaliland,Somaliland,792010538.0,Start,,,,,,
46420,Dahir Riyale Kahin,Somaliland,798692052.0,Start,,,,,,
46421,Adan Ahmed Elmi,Somaliland,804143605.0,Stub,,,,,,
46422,Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,C,,,,,,
46423,Hediya Yousef,Rojava,805873719.0,C,,,,,,
46424,Mansur Selum,Rojava,805873803.0,Stub,,,,,,
46425,,,,,EH,Western Sahara,Country,2019.0,0.597,597000.0
46426,,,,,CI,Cote d'Ivoire,Country,2019.0,26.175,26175000.0
46427,,,,,YT,Mayotte,Country,2019.0,0.284,284000.0
46428,,,,,RE,Reunion,Country,2019.0,0.861,861000.0
46429,,,,,CD,"Congo, Dem. Rep.",Country,2019.0,89.568,89568000.0
46430,,,,,SZ,eSwatini,Country,2019.0,1.104,1104000.0
46431,,,,,SV,El Salvador,Country,2019.0,6.481,6481000.0
46432,,,,,HN,Honduras,Country,2019.0,9.863999999999999,9864000.0
46433,,,,,CW,Curacao,Country,2019.0,0.155,155000.0
46434,,,,,PR,Puerto Rico,Country,2019.0,3.1889999999999996,3189000.0
46435,,,,,KN,St. Kitts-Nevis,Country,2019.0,0.054000000000000006,54000.0
46436,,,,,LC,Saint Lucia,Country,2019.0,0.182,182000.0
46437,,,,,VC,St. Vincent and the Grenadines,Country,2019.0,0.111,111000.0
46438,,,,,GE,Georgia,Country,2019.0,3.715,3715000.0
46439,,,,,OM,Oman,Country,2019.0,4.713,4713000.0
46440,,,,,BN,Brunei,Country,2019.0,0.469,469000.0
46441,,,,,TL,Timor-Leste,Country,2019.0,1.318,1318000.0
46442,,,,,HK,"China, Hong Kong SAR",Country,2019.0,7.494,7494000.0
46443,,,,,MO,"China, Macao SAR",Country,2019.0,0.6859999999999999,686000.0
46444,,,,,Channel Islands,Channel Islands,Sub-Region,2019.0,0.172,172000.0
46445,,,,,CZ,Czechia,Country,2019.0,10.716,10716000.0
46446,,,,,MK,North Macedonia,Country,2019.0,2.08,2080000.0
46447,,,,,PF,French Polynesia,Country,2019.0,0.28,280000.0
46448,,,,,GU,Guam,Country,2019.0,0.175,175000.0
46449,,,,,NC,New Caledonia,Country,2019.0,0.295,295000.0
46450,,,,,PW,Palau,Country,2019.0,0.018000000000000002,18000.0
46451,,,,,WS,Samoa,Country,2019.0,0.2,200000.0
